frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
3872, 1, 161.292, 0.98, 1, 0.06, 0.00, 0.37, 0.31, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 0.77, 1.07, 1.27, 0.85, 0.00, 0.00, 0.00, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0
3872, 2, 161.292, 0.93, 1, 0.00, 0.00, 0.12, 0.00, 0.19, 0.00, 0.32, 0.00, 0.87, 1.29, 1.33, 0.89, 0.00, 0.48, 0.00, 0.52, 2.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0
3873, 1, 161.333, 0.98, 1, 0.14, 0.00, 0.38, 0.00, 0.06, 0.12, 0.50, 0.00, 0.00, 0.00, 0.78, 1.07, 1.26, 0.79, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
3873, 2, 161.333, 0.93, 1, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.28, 0.00, 0.84, 1.02, 1.20, 0.79, 0.00, 0.37, 0.00, 0.61, 1.88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
3874, 1, 161.375, 0.98, 1, 0.17, 0.00, 0.33, 0.30, 0.12, 0.15, 0.54, 0.05, 0.00, 0.00, 0.66, 1.06, 0.85, 0.58, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
3874, 2, 161.375, 0.93, 1, 0.00, 0.00, 0.06, 0.00, 0.21, 0.00, 0.35, 0.00, 0.89, 1.13, 1.10, 0.74, 0.00, 0.46, 0.00, 0.74, 2.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
3875, 1, 161.417, 0.98, 1, 0.00, 0.00, 0.46, 0.00, 0.16, 0.19, 0.64, 0.20, 0.05, 0.00, 0.77, 1.12, 0.85, 0.65, 0.00, 0.00, 0.00, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
3875, 2, 161.417, 0.93, 1, 0.00, 0.00, 0.11, 0.00, 0.37, 0.00, 0.45, 0.00, 0.96, 0.99, 1.17, 0.74, 0.00, 0.30, 0.00, 0.81, 2.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0
3876, 1, 161.458, 0.98, 1, 0.00, 0.00, 0.46, 0.30, 0.54, 1.69, 0.72, 0.25, 0.31, 0.00, 0.66, 1.04, 0.97, 0.59, 0.13, 0.00, 0.83, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
3876, 2, 161.458, 0.93, 1, 0.00, 0.00, 0.10, 0.00, 0.30, 0.00, 0.38, 0.00, 1.01, 1.01, 1.20, 0.83, 0.00, 0.34, 0.00, 0.95, 2.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0
3877, 1, 161.500, 0.98, 1, 0.00, 0.00, 0.50, 0.00, 0.44, 1.08, 0.78, 0.00, 0.09, 0.00, 0.55, 0.93, 0.77, 0.52, 0.28, 0.15, 0.05, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
3877, 2, 161.500, 0.93, 1, 0.00, 0.00, 0.07, 0.00, 0.37, 0.00, 0.44, 0.00, 0.88, 1.00, 1.22, 0.79, 0.00, 0.32, 0.00, 1.04, 2.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0
3878, 1, 161.542, 0.98, 1, 0.00, 0.00, 0.35, 0.00, 0.00, 0.14, 0.47, 0.00, 0.00, 0.00, 0.50, 0.90, 0.52, 0.55, 0.16, 0.00, 0.00, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
3878, 2, 161.542, 0.93, 1, 0.00, 0.00, 0.04, 0.00, 0.38, 0.00, 0.35, 0.00, 0.86, 0.97, 1.22, 0.69, 0.00, 0.32, 0.00, 0.82, 2.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0
3879, 1, 161.583, 0.98, 1, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.52, 0.01, 0.00, 0.00, 0.43, 0.87, 0.74, 0.64, 0.00, 0.02, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
3879, 2, 161.583, 0.93, 1, 0.00, 0.00, 0.04, 0.00, 0.46, 0.00, 0.35, 0.00, 0.90, 0.76, 1.11, 0.58, 0.00, 0.24, 0.00, 0.75, 2.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
3880, 1, 161.625, 0.98, 1, 0.00, 0.00, 0.02, 0.00, 0.00, 0.01, 0.50, 0.00, 0.00, 0.00, 0.61, 1.15, 0.87, 0.82, 0.00, 0.07, 0.00, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
3880, 2, 161.625, 0.93, 1, 0.00, 0.00, 0.37, 0.00, 0.37, 0.00, 0.40, 0.00, 0.82, 0.75, 1.21, 0.60, 0.00, 0.23, 0.00, 1.00, 1.97, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
3881, 1, 161.667, 0.98, 1, 0.00, 0.00, 0.41, 0.02, 0.00, 0.00, 0.78, 0.00, 0.00, 0.00, 0.66, 0.84, 0.90, 0.82, 0.00, 0.00, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
3881, 2, 161.667, 0.93, 1, 0.13, 0.00, 0.01, 0.00, 0.33, 0.00, 0.56, 0.00, 0.71, 1.16, 1.34, 0.31, 0.00, 0.20, 0.00, 0.66, 1.98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
3882, 1, 161.708, 0.98, 1, 0.00, 0.00, 0.61, 0.56, 0.00, 0.10, 0.65, 0.00, 0.00, 0.00, 0.87, 1.44, 1.10, 0.89, 0.00, 0.07, 0.00, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0
3882, 2, 161.708, 0.93, 1, 0.00, 0.00, 0.45, 0.00, 0.66, 0.00, 0.89, 0.00, 0.66, 1.21, 1.32, 0.40, 0.00, 0.21, 0.00, 0.96, 1.43, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
3883, 1, 161.750, 0.98, 1, 0.00, 0.00, 0.60, 0.40, 0.00, 0.40, 0.85, 0.00, 0.00, 0.00, 0.97, 1.17, 1.05, 0.86, 0.00, 0.00, 0.00, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0
3883, 2, 161.750, 0.93, 1, 0.08, 0.00, 0.68, 0.00, 0.63, 0.03, 1.22, 0.00, 0.59, 1.30, 1.16, 0.24, 0.00, 0.40, 0.00, 0.85, 0.42, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
3884, 1, 161.792, 0.98, 1, 0.00, 0.00, 0.72, 0.54, 0.00, 0.50, 1.16, 0.00, 0.00, 0.00, 0.69, 0.53, 0.39, 0.68, 0.00, 0.17, 0.00, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
3884, 2, 161.792, 0.93, 1, 0.14, 0.00, 0.34, 0.00, 0.58, 0.00, 1.09, 0.00, 0.56, 1.43, 1.29, 0.36, 0.00, 0.34, 0.00, 0.73, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
3885, 1, 161.833, 0.98, 1, 0.00, 0.00, 0.89, 0.27, 0.00, 0.49, 1.06, 0.00, 0.00, 0.00, 0.47, 0.00, 0.00, 0.12, 0.57, 0.63, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
3885, 2, 161.833, 0.93, 1, 0.28, 0.00, 0.33, 0.00, 0.35, 0.00, 0.88, 0.00, 0.61, 1.35, 1.25, 0.04, 0.00, 0.25, 0.00, 0.79, 0.00, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3886, 1, 161.875, 0.98, 1, 0.00, 0.00, 0.87, 0.04, 0.00, 0.31, 1.14, 0.08, 0.00, 0.00, 0.55, 0.00, 0.18, 0.00, 0.85, 0.65, 0.00, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
3886, 2, 161.875, 0.98, 1, 0.08, 0.00, 0.41, 0.00, 0.49, 0.00, 0.99, 0.00, 0.57, 1.47, 1.20, 0.03, 0.00, 0.26, 0.00, 0.95, 0.00, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0
3887, 1, 161.917, 0.98, 1, 0.00, 0.00, 0.87, 0.00, 0.00, 0.15, 1.26, 0.00, 0.00, 0.10, 0.54, 0.00, 0.02, 0.00, 0.85, 0.95, 0.00, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
3887, 2, 161.917, 0.98, 1, 0.20, 0.00, 0.53, 0.00, 0.59, 0.00, 1.13, 0.00, 0.67, 1.52, 1.18, 0.19, 0.00, 0.21, 0.00, 0.86, 0.00, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0
3888, 1, 161.958, 0.98, 1, 0.00, 0.00, 1.06, 0.00, 0.00, 0.01, 1.30, 0.00, 0.00, 0.24, 0.49, 0.00, 0.12, 0.00, 0.82, 0.95, 0.00, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
3888, 2, 161.958, 0.98, 1, 0.00, 0.00, 0.69, 0.00, 0.55, 0.00, 1.18, 0.00, 0.67, 1.46, 1.21, 0.12, 0.00, 0.17, 0.00, 0.71, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3889, 1, 162.000, 0.98, 1, 0.00, 0.00, 0.86, 0.00, 0.00, 0.00, 1.09, 0.00, 0.00, 0.42, 0.68, 0.00, 0.39, 0.00, 0.77, 1.03, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
3889, 2, 162.000, 0.98, 1, 0.00, 0.00, 0.59, 0.00, 0.33, 0.00, 1.17, 0.00, 0.64, 1.36, 1.24, 0.03, 0.00, 0.15, 0.00, 0.93, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3890, 1, 162.042, 0.98, 1, 0.00, 0.00, 0.82, 0.00, 0.00, 0.00, 0.99, 0.00, 0.00, 0.00, 0.78, 0.00, 0.00, 0.00, 0.41, 0.69, 0.00, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
3890, 2, 162.042, 0.98, 1, 0.14, 0.00, 0.47, 0.00, 0.27, 0.00, 1.18, 0.00, 0.67, 1.57, 1.26, 0.25, 0.00, 0.22, 0.00, 0.83, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0
3891, 1, 162.083, 0.98, 1, 0.00, 0.00, 0.73, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.88, 0.00, 0.46, 0.00, 0.22, 0.66, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
3891, 2, 162.083, 0.98, 1, 0.26, 0.00, 0.60, 0.00, 0.37, 0.00, 1.17, 0.00, 0.63, 1.40, 1.14, 0.31, 0.00, 0.32, 0.00, 1.03, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3892, 1, 162.125, 0.98, 1, 0.00, 0.00, 0.42, 0.00, 0.00, 0.00, 0.79, 0.00, 0.00, 0.11, 0.86, 0.00, 0.93, 0.00, 0.00, 0.36, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3892, 2, 162.125, 0.98, 1, 0.24, 0.00, 0.59, 0.00, 0.45, 0.00, 1.24, 0.00, 0.69, 1.50, 1.21, 0.27, 0.00, 0.22, 0.00, 0.85, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3893, 1, 162.167, 0.98, 1, 0.00, 0.00, 0.71, 0.00, 0.00, 0.16, 0.78, 0.00, 0.00, 0.06, 0.79, 0.00, 0.82, 0.00, 0.00, 0.49, 0.00, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3893, 2, 162.167, 0.98, 1, 0.21, 0.00, 0.59, 0.00, 0.47, 0.00, 1.04, 0.00, 0.76, 1.54, 1.10, 0.25, 0.00, 0.34, 0.00, 0.79, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3894, 1, 162.208, 0.98, 1, 0.00, 0.00, 0.50, 0.00, 0.00, 0.17, 0.69, 0.00, 0.00, 0.00, 0.98, 0.14, 0.86, 0.00, 0.00, 0.46, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3894, 2, 162.208, 0.98, 1, 0.31, 0.00, 0.65, 0.00, 0.49, 0.00, 1.03, 0.00, 0.71, 1.41, 1.11, 0.20, 0.14, 0.37, 0.00, 0.76, 0.00, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3895, 1, 162.250, 0.98, 1, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.78, 0.00, 0.00, 0.08, 0.83, 0.11, 1.02, 0.02, 0.00, 0.50, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3895, 2, 162.250, 0.98, 1, 0.28, 0.00, 0.69, 0.00, 0.29, 0.00, 0.88, 0.00, 0.62, 1.31, 1.17, 0.25, 0.04, 0.33, 0.00, 0.56, 0.00, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3896, 1, 162.292, 0.98, 1, 0.00, 0.00, 0.69, 0.00, 0.00, 0.18, 0.73, 0.00, 0.00, 0.05, 0.89, 0.27, 0.94, 0.02, 0.00, 0.39, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3896, 2, 162.292, 0.93, 1, 0.40, 0.00, 0.32, 0.00, 0.26, 0.00, 0.80, 0.00, 0.59, 1.47, 1.20, 0.28, 0.00, 0.49, 0.00, 0.81, 0.00, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3897, 1, 162.333, 0.98, 1, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.72, 0.00, 0.00, 0.00, 0.83, 0.30, 1.07, 0.07, 0.00, 0.42, 0.00, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3897, 2, 162.333, 0.93, 1, 0.20, 0.00, 0.36, 0.00, 0.33, 0.00, 0.44, 0.00, 0.66, 1.25, 1.12, 0.84, 0.12, 0.60, 0.00, 0.46, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3898, 1, 162.375, 0.98, 1, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.77, 0.00, 0.00, 0.10, 0.89, 0.15, 1.03, 0.07, 0.00, 0.38, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3898, 2, 162.375, 0.93, 1, 0.21, 0.00, 0.69, 0.00, 0.37, 0.00, 0.48, 0.00, 0.68, 1.21, 0.94, 1.04, 0.00, 0.74, 0.00, 0.03, 0.00, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3899, 1, 162.417, 0.98, 1, 0.00, 0.00, 0.65, 0.00, 0.00, 0.00, 0.73, 0.00, 0.00, 0.00, 0.89, 0.19, 0.98, 0.11, 0.00, 0.46, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3899, 2, 162.417, 0.93, 1, 0.37, 0.00, 0.46, 0.00, 0.27, 0.00, 0.25, 0.00, 0.70, 1.35, 1.15, 1.28, 0.00, 0.65, 0.00, 0.18, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3900, 1, 162.458, 0.98, 1, 0.00, 0.00, 0.65, 0.00, 0.00, 0.00, 0.78, 0.00, 0.00, 0.11, 0.85, 0.22, 0.84, 0.00, 0.00, 0.36, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3900, 2, 162.458, 0.93, 1, 0.34, 0.00, 0.56, 0.00, 0.25, 0.00, 0.27, 0.00, 0.71, 1.12, 0.88, 1.15, 0.00, 0.58, 0.00, 0.13, 0.00, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3901, 1, 162.500, 0.98, 1, 0.00, 0.00, 0.67, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.00, 0.80, 0.26, 0.67, 0.01, 0.00, 0.51, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3901, 2, 162.500, 0.88, 1, 0.32, 0.00, 0.90, 0.00, 0.21, 0.34, 0.33, 0.00, 0.72, 1.31, 0.81, 1.27, 0.00, 0.79, 0.00, 0.00, 0.00, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
3902, 1, 162.542, 0.98, 1, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.65, 0.00, 0.00, 0.00, 0.86, 0.00, 0.87, 0.00, 0.00, 0.56, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3902, 2, 162.542, 0.93, 1, 0.08, 0.00, 0.63, 0.00, 0.26, 0.00, 0.19, 0.00, 0.75, 1.43, 0.80, 0.98, 0.00, 0.68, 0.00, 0.00, 0.00, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3903, 1, 162.583, 0.98, 1, 0.00, 0.00, 0.49, 0.00, 0.00, 0.00, 0.84, 0.00, 0.00, 0.00, 0.58, 0.00, 0.58, 0.00, 0.00, 0.47, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3903, 2, 162.583, 0.93, 1, 0.10, 0.00, 0.58, 0.00, 0.11, 0.00, 0.11, 0.00, 0.73, 1.16, 0.81, 1.16, 0.00, 0.78, 0.00, 0.00, 0.00, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0
3904, 1, 162.625, 0.98, 1, 0.00, 0.00, 0.60, 0.00, 0.00, 0.00, 0.77, 0.00, 0.00, 0.00, 0.67, 0.00, 0.69, 0.04, 0.00, 0.42, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3904, 2, 162.625, 0.93, 1, 0.07, 0.00, 0.65, 0.00, 0.06, 0.00, 0.05, 0.00, 0.79, 1.29, 0.79, 1.25, 0.00, 0.70, 0.00, 0.00, 0.00, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3905, 1, 162.667, 0.98, 1, 0.00, 0.00, 0.43, 0.00, 0.00, 0.11, 0.63, 0.00, 0.00, 0.00, 0.73, 0.00, 0.76, 0.04, 0.00, 0.39, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3905, 2, 162.667, 0.93, 1, 0.10, 0.00, 0.90, 0.00, 0.15, 0.00, 0.14, 0.00, 0.71, 1.05, 0.72, 1.26, 0.00, 0.68, 0.00, 0.00, 0.00, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
3906, 1, 162.708, 0.98, 1, 0.00, 0.00, 0.68, 0.00, 0.00, 0.31, 0.78, 0.00, 0.00, 0.00, 0.70, 0.00, 0.60, 0.00, 0.00, 0.47, 0.00, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3906, 2, 162.708, 0.93, 1, 0.12, 0.00, 0.75, 0.00, 0.16, 0.00, 0.22, 0.00, 0.77, 1.21, 0.70, 1.23, 0.00, 0.66, 0.00, 0.00, 0.00, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
